연도,학년,과목,문형,문항번호,성취기준_코드,시대,문제형식,세부형식,자료핵심요소,정답,정답핵심요소,이미지경로,원본PDF,처리일시
2025,공통,한국사,71회심화,30,,남북국시대,자료 제시형,동영상 채널,"처용무, 가면 궁중무, 유네스코 무형유산",1,처용 설화 바탕,output/images/hancert/2025_공통_한국사_71회심화_30.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,31,,개항기,역사 장면형,관보 대화 삽화,"을미개혁, 태양력, 건양, 김홍집 내각",3,친위대·진위대,output/images/hancert/2025_공통_한국사_71회심화_31.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,32,,개항기,답사형,번사창·기기창 해설,"통리기무아문, 영선사, 기기창",1,별기군 창설,output/images/hancert/2025_공통_한국사_71회심화_32.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,33,,개항기,자료 제시형,박물관 태블릿,"배설, 대한매일신보, 배설 만사집, 양기탁·박은식",4,국채 보상 운동 지원,output/images/hancert/2025_공통_한국사_71회심화_33.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,34,,개항기,자료 제시형,단일 문헌,"독립문, 안경수, 독립협회",3,중추원 개편·의회 추진,output/images/hancert/2025_공통_한국사_71회심화_34.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,35,,개항기,자료 제시형,화폐 안내,"백동화, 메가타, 화폐 정리 사업",5,제1차 한일 협약 영향,output/images/hancert/2025_공통_한국사_71회심화_35.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,36,,일제강점기,자료 제시형,강제 이주 명령서,"연해주, 1937 강제 이주, 블라디보스토크",1,권업회·신문 발행,output/images/hancert/2025_공통_한국사_71회심화_36.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,37,,일제강점기,자료 제시형,신간 도서 소개,"동양평화론, 뤼순 감옥, 안중근",2,하얼빈 이토 히로부미 사살,output/images/hancert/2025_공통_한국사_71회심화_37.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,38,,일제강점기,수업형,신문 기사 발표,"조선 태형령, 무단 통치, 개성 태형",5,조선 물산 공진회,output/images/hancert/2025_공통_한국사_71회심화_38.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,39,,일제강점기,자료 제시형,법령 비교 연대 사이,"회사령 폐지, 농촌 진흥 위원회",2,물산 장려회 창립,output/images/hancert/2025_공통_한국사_71회심화_39.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,40,,일제강점기,자료 제시형,문헌·연표,"민립 대학 설립 운동, 이상재·이승훈",3,3·1 운동~경성제대(다),output/images/hancert/2025_공통_한국사_71회심화_40.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,41,,일제강점기,계획서형,탐구 활동 보고서,"원산 총파업, 라이징 선 석유, 문평 공장",2,강주룡 을밀대 고공 농성,output/images/hancert/2025_공통_한국사_71회심화_41.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,42,,일제강점기,자료 제시형,교실 LMS 과제,"일제 강점기 일상, 백화점·토막집, 몸뻬",3,전시 통제·몸뻬,output/images/hancert/2025_공통_한국사_71회심화_42.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,43,,일제강점기,자료 제시형,사진 화보,"한국광복군, 충칭, 김구·지청천, 인도·미얀마",4,미군 연계 국내 진공 작전,output/images/hancert/2025_공통_한국사_71회심화_43.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,44,,일제강점기,자료 제시형,장행기 유물,"중일 전쟁, 국민총력연맹, 창씨개명, 전시 동원",3,원각사 은세계(옳지 않음),output/images/hancert/2025_공통_한국사_71회심화_44.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,45,,삼국시대,자료 제시형,지역사 발표 안내,"공주, 석장리, 백제 도읍, 우금치, 송산리 고분",2,송산리·무령왕 교류,output/images/hancert/2025_공통_한국사_71회심화_45.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,46,,현대,답사형,유엔 기념공원 브이로그,"6·25 전쟁, 부산 유엔 기념공원, 전몰장병",5,발췌 개헌안 통과,output/images/hancert/2025_공통_한국사_71회심화_46.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,47,,현대,자료 제시형,선거 공보물,"5·10 총선거, 장면, 유엔 임시 위원단, 제헌 국회",2,제헌 국회의원 선출,output/images/hancert/2025_공통_한국사_71회심화_47.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,48,,현대,역사 신문형,올림픽 개막 기사,"1988 서울 올림픽, 노태우 정부",2,3당 합당·민자당,output/images/hancert/2025_공통_한국사_71회심화_48.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,49,,현대,계획서형,하계 답사 안내,"부마 민주 항쟁, YH 무역, 야당 총재 제명, 부산·마산",1,유신 체제 붕괴 배경,output/images/hancert/2025_공통_한국사_71회심화_49.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,71회심화,50,,현대,자료 제시형,노벨상 연설,"햇볕 정책, 남북 정상 회담, 김대중, 김정일",3,6·15 남북 공동 선언,output/images/hancert/2025_공통_한국사_71회심화_50.png,input/pdf/한능검/(71회)한국사(심화)검사지.pdf,2026-07-12T22:44:37+09:00
2025,공통,한국사,72회심화,1,,삼국시대 이전,자료 제시형,유적 웹페이지,"여주 흔암리, 탄화된 쌀, 민무늬 토기, 반달 돌칼, 사유 재산·계급",2,고인돌 축조,output/images/hancert/2025_공통_한국사_72회심화_1.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,2,,삼국시대 이전,자료 제시형,수업 게시판 그래픽,"한 무제 침략, 상·대부·장군, 진국 중계 무역, 범금 8조, 고조선",3,왕검성 위치 조사,output/images/hancert/2025_공통_한국사_72회심화_2.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,3,,삼국시대,자료 제시형,다중 문헌 연대 사이,"백제 평양성 공격·고국원왕 전사, 이사부 도살성·금현성",2,고구려 평양 천도,output/images/hancert/2025_공통_한국사_72회심화_3.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,4,,삼국시대,계획서형,백제 도읍 답사 계획서,"풍납동 토성·석촌동 고분, 공산성·무령왕릉, 부소산성·왕릉원",4,"왕궁리 오층 석탑(익산, 옳지 않음)",output/images/hancert/2025_공통_한국사_72회심화_4.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,5,,삼국시대,자료 제시형,고분 벽화 태블릿,"쌍영총 개마 무사, 안악 3호분, 고구려",1,태학·경당,output/images/hancert/2025_공통_한국사_72회심화_5.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,6,,남북국시대,자료 제시형,교양 강좌 포스터,"통일 신라 경제, 촌락 문서, 서시·남시",5,울산항 아라비아 상인 교류,output/images/hancert/2025_공통_한국사_72회심화_6.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,7,,남북국시대,자료 제시형,무덤 구조도·묘지석,"정혜 공주 무덤, 둔화, 모줄임 천장, 황상, 발해",2,정당성 대내상 국정 총괄,output/images/hancert/2025_공통_한국사_72회심화_7.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,8,,남북국시대,수업형,교사·전자칠판 설명,"진성여왕, 나무망국 찰리나제, 삼국유사, 위홍",3,원종·애노 사벌주 봉기,output/images/hancert/2025_공통_한국사_72회심화_8.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,9,,남북국시대,메신저형,포석정 현장 채팅,"경주 포석정, 경애왕 습격, 공산 전투, 견훤",4,완산주 도읍 후백제,output/images/hancert/2025_공통_한국사_72회심화_9.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,10,,남북국시대,자료 제시형,탑 사진 비교,"분황사 모전 석탑, 감은사지 동 삼층 석탑, 쌍봉사 철감선사탑",5,선종 영향 승탑,output/images/hancert/2025_공통_한국사_72회심화_10.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,11,,고려,자료 제시형,고려사 검색 UI,"12목, 의창, 노비 환천, 국자감, 성종",5,최승로 시무 28조,output/images/hancert/2025_공통_한국사_72회심화_11.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,12,,고려,자료 제시형,초조대장경 해설,"초조대장경, 현종 피란, 개경 함락, 거란",3,광군 조직,output/images/hancert/2025_공통_한국사_72회심화_12.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,13,,고려,챗봇형,한국사 대화형 AI,"삼국사기, 김부식, 숙종·의종",2,묘청의 난 진압,output/images/hancert/2025_공통_한국사_72회심화_13.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,14,,고려,자료 제시형,다중 문헌 순서,"임유무·개경 환도, 조위총·이의민, 최우 정방",4,(나)-(다)-(가),output/images/hancert/2025_공통_한국사_72회심화_14.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,15,,고려,실내전시형,공민왕 초상 관람 대화,"공민왕·노국대장공주, 충렬왕~공민왕, 원 공주",1,권문세족 도평의사사 장악,output/images/hancert/2025_공통_한국사_72회심화_15.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,16,,고려,자료 제시형,이달의 책·고려도경,"서긍, 1123년, 예성항, 개경, 고려도경",3,서적점·다점 관영 상점,output/images/hancert/2025_공통_한국사_72회심화_16.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,17,,고려,실내전시형,경천사지 십층 석탑 전시,"경천사지 십층 석탑, 개성, 원각사지 영향, 고려",3,월정사 팔각 구층 석탑,output/images/hancert/2025_공통_한국사_72회심화_17.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,18,,조선,역사 장면형,사대부 대화 삽화,"민무구·민무질 자결, 정도전 숙청, 태종",2,주자소·계미자,output/images/hancert/2025_공통_한국사_72회심화_18.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,19,,조선,자료 제시형,도로명 역사 안내,"만리재로, 최만리, 세종, 집현전, 훈민정음 반대",4,세조 때 집현전 폐지,output/images/hancert/2025_공통_한국사_72회심화_19.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,20,,조선,자료 제시형,단일 문헌,"악학궤범, 성현, 장악원, 성종",2,경국대전 완성,output/images/hancert/2025_공통_한국사_72회심화_20.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,21,,조선,답사형,효릉 가이드 연표,"효릉, 인종, 윤원형·윤임, 을사사화",4,기묘사화~선조 즉위 사이(라),output/images/hancert/2025_공통_한국사_72회심화_21.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,22,,조선,자료 제시형,사로승구도 화첩,"사로승구도, 1748년, 에도, 통신사",5,세계기록유산 등재,output/images/hancert/2025_공통_한국사_72회심화_22.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,23,,조선,실내전시형,강희안 특별전 포스터,"인재 강희안, 조선 전기 시서화",4,고사관수도,output/images/hancert/2025_공통_한국사_72회심화_23.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,24,,조선,자료 제시형,뮤지컬 포스터,"삼전도 항복, 의순 공주, 병자호란, 청",3,김준룡 광교산 전투,output/images/hancert/2025_공통_한국사_72회심화_24.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,25,,조선,자료 제시형,키오스크 인물 안내,"이원익, 선혜청, 방납 폐단, 대동법",5,공인 등장 배경,output/images/hancert/2025_공통_한국사_72회심화_25.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,26,,조선,자료 제시형,메타버스 제주 유배,"기축봉사, 희빈 장씨 원자, 제주 유배, 송시열",1,기해 예송 기년설,output/images/hancert/2025_공통_한국사_72회심화_26.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,27,,조선,자료 제시형,단일 문헌,"비변사, 도고, 3강 시전, 조선 후기 상업",1,건원중보(옳지 않음),output/images/hancert/2025_공통_한국사_72회심화_27.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,28,,조선,자료 제시형,VR 버스 해설,"무예도보통지, 이덕무·박제가·백동수, 장용영, 정조",4,규장각 검서관·서얼 기용,output/images/hancert/2025_공통_한국사_72회심화_28.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,29,,개항기,자료 제시형,모둠 신문 조사 게시판,"한성순보, 독립신문, 황성신문, 대한매일신보",1,한성순보 관보·독립신문 서재필,output/images/hancert/2025_공통_한국사_72회심화_29.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,30,,개항기,자료 제시형,조약 조문 비교,"조일무역규칙, 양미 수출입, 조일통상장정, 방곡령",1,조미 수호 통상 조약,output/images/hancert/2025_공통_한국사_72회심화_30.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,31,,개항기,자료 제시형,단일 문헌,"슈펠트, 와추세트호, 대동강 미국 상선, 제너럴 셔먼호",4,어재연 광성보 전사,output/images/hancert/2025_공통_한국사_72회심화_31.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,32,,개항기,역사 장면형,연표 사이 대화 삽화,"박영효 귀국·김홍집 내각, 단발령, 갑오·을미",5,교육 입국 조서,output/images/hancert/2025_공통_한국사_72회심화_32.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,33,,개항기,계획서형,동학 답사 계획서,"백산 창의, 황룡 전적, 우금치, 동학 농민군",3,황룡촌 홍계훈 관군 승리,output/images/hancert/2025_공통_한국사_72회심화_33.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,34,,개항기,답사형,연곡사 의병 순절비,"고광순, 지리산 연곡사, 고종 퇴위·군대해산, 정미의병",1,13도 창의군,output/images/hancert/2025_공통_한국사_72회심화_34.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,35,,개항기,수업형,정관헌 투영 설명,"정관헌, 구본신참, 광무개혁, 고종 황제",5,지계아문·지계 발급,output/images/hancert/2025_공통_한국사_72회심화_35.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,36,,일제강점기,자료 제시형,신문 기사·만세 기념,"신한민보, 3·1 운동 1주년, 배화·배재 만세",4,대한민국 임시 정부 수립 계기,output/images/hancert/2025_공통_한국사_72회심화_36.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,37,,일제강점기,자료 제시형,이달의 독립운동가,"김규식, 청산리 전투, 김좌진·이범석, 북로군정서",5,중광단 중심 조직,output/images/hancert/2025_공통_한국사_72회심화_37.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,38,,일제강점기,자료 제시형,스마트폰 슬라이드·지도,"신한촌, 1937 강제 이주, 연해주, 세울스카야",2,연해주(나),output/images/hancert/2025_공통_한국사_72회심화_38.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,39,,일제강점기,자료 제시형,영화 홍보지,"심훈, 먼동이 틀 때, 나운규 아리랑",5,소설 상록수 연재,output/images/hancert/2025_공통_한국사_72회심화_39.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,40,,일제강점기,계획서형,탐구 활동 계획서,"미쓰코시 백화점, 토막민, 경성, 별건곤·동아일보",2,식민지 근대 도시의 이중성,output/images/hancert/2025_공통_한국사_72회심화_40.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,41,,일제강점기,수업형,발표·광고 자료,"국가 총동원법, 중일 전쟁, 캐러멜 광고, 군국주의",1,몸뻬·애국반,output/images/hancert/2025_공통_한국사_72회심화_41.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,42,,일제강점기,자료 제시형,인물 연보,"신채호, 신민회, 임정, 조선 혁명 선언, 조선상고사, 뤼순 감옥",1,신민회≠광주학생운동 조사단(옳지 않음),output/images/hancert/2025_공통_한국사_72회심화_42.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,43,,현대,답사형,제주 공원 가이드,"베를린 장벽, 제주 4·3, 단독 선거 반대, 토벌",5,정부 진상 조사·공식 사과,output/images/hancert/2025_공통_한국사_72회심화_43.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,44,,현대,수업형,교사·LP 재킷 설명,"우남 행진곡, 이승만, 4·19 혁명 하야",1,경부 고속 도로(옳지 않음),output/images/hancert/2025_공통_한국사_72회심화_44.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,45,,현대,자료 제시형,국민투표 홍보문,"유신 헌법 유지 투표, 긴급 조치 제9호, 박정희",5,통일주체국민회의 대의원,output/images/hancert/2025_공통_한국사_72회심화_45.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,46,,현대,자료 제시형,화상 구술 인터뷰,"호헌 철폐, 6월 민주 항쟁, 직선제, 국민 평화 대행진",2,5년 단임 대통령 직선제 개헌,output/images/hancert/2025_공통_한국사_72회심화_46.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,47,,남북국시대,자료 제시형,다중 문헌 순서,"녹읍 폐지, 전시과, 과전법, 직전법",1,(가)-(나)-(다)-(라),output/images/hancert/2025_공통_한국사_72회심화_47.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,48,,조선,자료 제시형,보기 합답형,"신문왕 녹읍·9주5소경, 세조 직전·6조 직계제",3,9주5소경·6조 직계제,output/images/hancert/2025_공통_한국사_72회심화_48.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,49,,현대,영상자료형,TV 뉴스 화면,"교복·두발 자율화, 야간 통행 금지 해제, 제5공화국",2,보도 지침 언론 통제,output/images/hancert/2025_공통_한국사_72회심화_49.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,72회심화,50,,삼국시대,자료 제시형,동영상 채널·지도,"우포늪, 화왕산성, 진흥왕 척경비, 술정리 동 삼층 석탑, 창녕",3,창녕(ㄷ),output/images/hancert/2025_공통_한국사_72회심화_50.png,input/pdf/한능검/(72회)한국사(심화)검사지.pdf,2026-07-12T22:44:49+09:00
2025,공통,한국사,73회기본,1,,삼국시대 이전,자료 제시형,드론·환호 유적,"울주 검단리, 환호, 고인돌, 계급 출현",2,비파형 동검,output/images/hancert/2025_공통_한국사_73회기본_1.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,2,,삼국시대 이전,자료 제시형,강연·수레바퀴 부품,"마오얼산, 마가·우가, 사출도",1,영고,output/images/hancert/2025_공통_한국사_73회기본_2.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,3,,삼국시대,수업형,한국사-미술 융합 활동지,"수로왕, 김해 대성동, 금동 허리띠",4,구지가 건국 신화,output/images/hancert/2025_공통_한국사_73회기본_3.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,4,,남북국시대,자료 제시형,인물 설문 조사,"화엄종 개창, 부석사, 관음 신앙",3,의상,output/images/hancert/2025_공통_한국사_73회기본_4.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,5,,삼국시대,자료 제시형,웹 검색 결과,"371~384, 불교 수용, 태학 설립",3,소수림왕,output/images/hancert/2025_공통_한국사_73회기본_5.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,6,,삼국시대,카드형,문화유산 카드,"도기 기마인물형 명기, 금령총, 경주",2,골품제,output/images/hancert/2025_공통_한국사_73회기본_6.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,7,,삼국시대,자료 제시형,단일 문헌,"의자왕, 웅진성, 부여융 항복",4,나당 연합군 평양성 점령,output/images/hancert/2025_공통_한국사_73회기본_7.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,8,,삼국시대,자료 제시형,지역화폐 디자인 공모,"사비, 백제 수도",3,정림사지 오층석탑,output/images/hancert/2025_공통_한국사_73회기본_8.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,9,,남북국시대,자료 제시형,고문헌·유득공 삽화,"해동성국, 유득공",1,대조영 동모산 건국,output/images/hancert/2025_공통_한국사_73회기본_9.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,10,,고려,영상자료형,TV 화면·인물 소개,"신검, 금산사 유폐, 왕건 귀부",3,완산주 후백제,output/images/hancert/2025_공통_한국사_73회기본_10.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,11,,고려,답사형,무덤 현장 안내,"소손녕, 외교 담판, 강동 6주",1,서희,output/images/hancert/2025_공통_한국사_73회기본_11.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,12,,고려,자료 제시형,SNS 게시물,"최고 목조 건축, 공민왕 수리, 배흘림 기둥",2,안동 봉정사 극락전,output/images/hancert/2025_공통_한국사_73회기본_12.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,13,,고려,역사 장면형,인종·신하 대화,"이자겸의 난, 척준경, 인종",2,(나) 1019~1170,output/images/hancert/2025_공통_한국사_73회기본_13.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,14,,고려,퀴즈형,한국사 퀴즈 대회,"기전체, 김부식, 현존 최고 역사서",2,삼국사기,output/images/hancert/2025_공통_한국사_73회기본_14.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,15,,고려,계획서형,모둠 탐구 계획서,"몽골 침략, 박서 귀주성, 송문주 죽주성",4,김윤후 처인성,output/images/hancert/2025_공통_한국사_73회기본_15.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,16,,고려,자료 제시형,태블릿 백과사전,"흑창, 구휼 기관, 곡물 대여",1,의창,output/images/hancert/2025_공통_한국사_73회기본_16.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,17,,고려,인터뷰형,가상 인터뷰,정동행성 이문소 폐지,3,쌍성총관부 공격,output/images/hancert/2025_공통_한국사_73회기본_17.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,18,,고려,카드형,스마트폰 카드뉴스,"정혜쌍수, 불일보조국사",2,수선사 결사,output/images/hancert/2025_공통_한국사_73회기본_18.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,19,,고려,영상자료형,동영상 플레이어,"황산대첩, 아지발도, 위화도 회군",3,이성계,output/images/hancert/2025_공통_한국사_73회기본_19.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
2025,공통,한국사,73회기본,20,,조선,자료 제시형,강연·해동제국기 지도,"해동제국기, 쇼군, 사절단",1,삼포 개항,output/images/hancert/2025_공통_한국사_73회기본_20.png,input/pdf/한능검/(73회)한국사(기본)검사지.pdf,2026-07-12T22:45:02+09:00
